account_rewards,date
0.0,2023-07-07
-1.4590229034656659,2023-07-10
-5.2482351150829345,2023-07-11
-12.227228364907205,2023-07-12
-1.1533051776932552,2023-07-13
-7.016921145492233,2023-07-14
-5.003795511205681,2023-07-17
2.324757465394214,2023-07-18
-0.19008000753819942,2023-07-19
0.0,2023-07-20
-8.019722430733964,2023-07-21
-15.669827020610683,2023-07-24
-13.849032974219881,2023-07-25
-6.84199385647662,2023-07-26
13.787186607369222,2023-07-27
-241.04401464457624,2023-07-28
63.405119176371954,2023-07-31
63.12099552154541,2023-08-01
13.144019317580387,2023-08-02
5.727054506074637,2023-08-03
3.5899962186813354,2023-08-04
-10.108440556563437,2023-08-07
-0.36531000561080873,2023-08-08
21.97032088774722,2023-08-09
67.14998159406241,2023-08-10
84.20593047479633,2023-08-11
47.3328576850472,2023-08-14
40.102261407417245,2023-08-15
-128.495136708254,2023-08-16
-0.10119999793823808,2023-08-17
-47.539955091429874,2023-08-18
-12.978015232132748,2023-08-21
-28.24702448840253,2023-08-22
-12.393108211574145,2023-08-23
-7.827967643737793,2023-08-24
-8.641041278839111,2023-08-25
1.8225081970449537,2023-08-28
15.093325350317173,2023-08-29
3.102439425420016,2023-08-30
-3.41057713504415,2023-08-31
-0.06867999932728708,2023-09-01
-105.40399999613874,2023-09-05
17.5966031398857,2023-09-06
-163.78423588175792,2023-09-07
-28.332493153517134,2023-09-08
22.739218294154853,2023-09-11
-37.251464637811296,2023-09-12
-64.31002849526703,2023-09-13
-39.7708122296026,2023-09-14
120.53555417060852,2023-09-15
-85.7460639954079,2023-09-18
-0.06971999863162637,2023-09-19
-153.842027878738,2023-09-20
-38.17096388339996,2023-09-21
-43.092759178136475,2023-09-22
-18.81946229271125,2023-09-25
-6.668773746001534,2023-09-26
-127.77547722670715,2023-09-27
31.415089940535836,2023-09-28
-71.31993224623147,2023-09-29
-210.7277073819423,2023-10-02
111.1600980758667,2023-10-03
